CE,CP,EPS1,FS1,FS2,PS1,PS2,PS3,PS4,PS5,PS6,SE,TS1,TS2,TS3,TS4,VS1,cooler_eff,valve_perc,pump_leak,accu_prs,stable
20.393,1.5670000000000002,2321.2,7.696,9.045,151.19,125.22,2.0,0.0,8.472,8.42,69.1385,56.176,60.625,57.602,51.1155,0.599,3,100,0,100,1
19.387999999999998,1.4885000000000002,2319.6,7.6935,9.047,151.14,125.095,2.0,0.0,8.474,8.422,69.2065,56.17,60.6035,57.602,51.43,0.6025,3,100,0,100,1
20.156,1.5425,2322.2,7.696,9.049,151.14,125.18,1.992,0.0,8.474,8.422,69.2125,56.176,60.594,57.609,51.16,0.602,3,100,0,100,1
20.288,1.553,2855.6,1.131,9.049,188.52,132.82,0.805,0.0,8.474,8.422,10.9405,56.016,60.264,57.5505,51.1445,0.7275,3,100,2,100,1
20.4035,1.554,2851.6,1.142,9.051,188.45,132.51,0.797,0.0,8.477,8.425,11.0265,56.023,59.945,57.437,51.012,0.742,3,73,2,100,0
20.0385,1.5354999999999999,2849.8,1.148,9.045,188.45,132.60500000000002,0.805,0.0,8.474,8.422,11.093,56.0195,59.791,57.441,51.156,0.7535000000000001,3,73,2,100,0
20.432,1.5635,2849.6,1.138,9.042,188.47,132.84,0.805,0.0,8.47,8.42,11.0135,56.025000000000006,59.691,57.527,51.162,0.756,3,73,2,100,0
20.7775,1.599,2849.2,1.143,9.036,188.44,132.67000000000002,0.797,0.0,8.467,8.417,11.068999999999999,56.082,59.6385,57.617,51.082,0.747,3,73,2,100,0
19.793999999999997,1.5274999999999999,2849.8,1.14,9.027,188.43,132.575,0.797,0.0,8.462,8.413,11.041,56.098,59.598,57.620999999999995,51.414,0.7495,3,73,2,100,0
20.5255,1.5825,2849.6,1.141,9.021,188.44,132.57,0.805,0.0,8.457,8.408,11.041,56.176,59.6095,57.762,51.191,0.738,3,73,2,100,0
20.057,1.5445,2849.8,1.141,9.011,188.5,164.86,0.75,0.0,8.452,8.403,11.029,56.254,59.582,57.789,51.4335,0.7635000000000001,3,73,2,100,0
20.814,1.621,2847.4,1.139,8.998,188.43,133.265,0.75,0.0,8.441500000000001,8.394,11.017,56.332,59.432,58.035,51.391,0.779,3,73,2,100,0
19.374000000000002,1.5055,2843.6,1.138,8.992,188.38,132.49,0.773,0.0,8.439,8.39,11.048,56.387,59.656,58.043,51.8595,0.751,3,73,2,100,0
19.3325,1.505,2842.6,1.148,8.986,188.34,132.12,0.773,0.0,8.435,8.387,11.143,56.437,59.687,58.1605,51.918,0.746,3,73,2,100,0
19.261000000000003,1.501,2843.8,1.143,8.987,188.34,131.89499999999998,0.766,0.0,8.436,8.389,11.061499999999999,56.52,59.8105,58.203,51.983999999999995,0.7475,3,80,2,100,0
19.051000000000002,1.483,2843.8,1.149,8.9825,188.34,132.14,0.75,0.0,8.432,8.384,11.1135,56.598,59.895,58.246,52.152,0.739,3,80,2,100,0
18.804,1.4655,2844.0,1.149,8.9805,188.36,131.73000000000002,0.766,0.0,8.432,8.384,11.1095,56.676,59.91,58.289,52.234,0.7404999999999999,3,80,2,100,0
19.0255,1.4835,2844.8,1.151,8.971,188.36,131.78,0.766,0.0,8.427,8.38,11.1375,56.758,59.9625,58.371,52.238,0.743,3,80,2,100,0
18.823999999999998,1.4695,2845.6,1.144,8.975,188.38,131.865,0.766,0.0,8.427,8.381,11.0705,56.816,60.0355,58.379,52.324,0.739,3,80,2,100,0
18.994999999999997,1.484,2844.0,1.146,8.967,188.37,132.02,0.766,0.0,8.423,8.377,11.086,56.852,60.082,58.449,52.324,0.746,3,80,2,100,0
19.0085,1.483,2844.0,1.149,8.965,188.36,132.46,0.766,0.0,8.42,8.374,11.126000000000001,56.858999999999995,60.1345,58.451,52.324,0.737,3,80,2,100,0
19.043999999999997,1.4875,2846.0,1.154,8.958,188.37,132.685,0.766,0.0,8.415,8.369,11.175,56.941,60.210499999999996,58.602,52.402,0.751,3,80,2,100,0
18.7665,1.466,2331.6,7.293,8.9595,150.13,124.445,1.836,0.0,8.417,8.372,65.007,57.187,60.748000000000005,58.541,52.484,0.635,3,80,2,100,0
18.787,1.468,2845.6,1.1555,8.956,188.39,131.965,0.75,0.0,8.415,8.369,11.1955,57.02,60.602,58.547,52.488,0.7164999999999999,3,80,2,100,0
18.875999999999998,1.476,2845.8,1.1585,8.958,188.37,132.0,0.781,0.0,8.417,8.37,11.2165,57.082,60.57,58.613,52.488,0.742,3,90,2,100,0
18.916,1.482,2845.6,1.1575,8.96,188.4,132.41,0.805,0.0,8.417,8.372,11.1915,57.102,60.495999999999995,58.625,52.488,0.7444999999999999,3,90,2,100,0
18.8885,1.476,2843.8,1.168,8.953,188.41,164.76,0.727,0.0,8.412,8.368,11.2905,57.211,60.3575,58.609,52.484,0.754,3,90,2,100,0
19.3735,1.5185,2841.6,1.1484999999999999,8.934,188.31,132.975,0.766,0.0,8.403,8.359,11.1365,57.257999999999996,60.197,58.799,52.547,0.771,3,90,2,100,0
19.0595,1.4975,2842.0,1.153,8.934,188.29,131.88,0.773,0.0,8.399,8.358,11.181000000000001,57.203,60.352,58.871,52.645,0.737,3,90,2,100,0
18.926000000000002,1.485,2843.6,1.154,8.935,188.28,132.01999999999998,0.773,0.0,8.405,8.361,11.178,57.293,60.4435,58.867,52.648,0.742,3,90,2,100,0
18.839,1.482,2843.4,1.156,8.932500000000001,188.28,132.29,0.766,0.0,8.402,8.361,11.185,57.379,60.5235,58.879,52.715,0.735,3,90,2,100,0
18.8555,1.481,2840.2,1.159,8.931,188.29,132.03,0.75,0.0,8.403,8.361,11.212,57.379,60.576,58.879,52.715,0.732,3,90,2,100,0
18.989,1.4980000000000002,2841.6,1.1555,8.925,188.28,132.17000000000002,0.75,0.0,8.399,8.357,11.201,57.387,60.598,58.957,52.727,0.7375,3,90,2,100,0
19.115,1.508,2843.8,1.161,8.9215,188.28,131.805,0.75,0.0,8.399,8.356,11.212499999999999,57.449,60.6115,59.039,52.738,0.731,3,90,2,100,0
19.038,1.5015,2844.2,1.156,8.919,188.28,132.36,0.75,0.0,8.397,8.353,11.1805,57.449,60.6135,59.039,52.751999999999995,0.74,3,100,2,100,0
19.003,1.496,2840.8,1.159,8.918,188.31,132.01,0.75,0.0,8.397,8.352,11.2275,57.489999999999995,60.662,59.047,52.812,0.7344999999999999,3,100,2,100,0
19.128,1.5055,2841.6,1.163,8.913499999999999,188.28,132.28,0.75,0.0,8.396,8.352,11.2595,57.507999999999996,60.685500000000005,59.043,52.793,0.7264999999999999,3,100,2,100,0
19.052,1.5005000000000002,2843.8,1.166,8.9165,188.28,132.14499999999998,0.75,0.0,8.396,8.352,11.283999999999999,57.5235,60.7345,59.059,52.816,0.7264999999999999,3,100,2,100,0
18.893,1.494,2839.6,1.164,8.913,188.28,132.59,0.766,0.0,8.396,8.349,11.284500000000001,57.52,60.7715,59.121,52.898,0.7224999999999999,3,100,2,100,0
18.977,1.495,2839.8,1.168,8.917,188.27,131.865,0.75,0.0,8.399,8.352,11.3155,57.598,60.836,59.059,52.828,0.73,3,100,2,100,0
19.0725,1.5074999999999998,2837.8,1.167,8.909,188.26,132.01999999999998,0.766,0.0,8.394,8.346,11.312999999999999,57.605,60.863,59.082,52.82,0.7324999999999999,3,100,2,100,0
18.9075,1.4985,2837.8,1.159,8.904499999999999,188.27,132.85000000000002,0.75,0.0,8.392,8.342,11.247,57.6015,60.8825,59.1445,52.906,0.729,3,100,2,100,0
18.959,1.5105,2838.0,1.161,8.91,188.28,132.07,0.75,0.0,8.394,8.3445,11.246500000000001,57.625,60.918,59.133,52.881,0.7275,3,100,2,100,0
18.851,1.4995,2840.6,1.1615,8.913,188.26,132.23000000000002,0.75,0.0,8.394,8.3445,11.235,57.662,60.934,59.138999999999996,52.898,0.7384999999999999,3,100,2,100,0
18.924,1.5110000000000001,2830.0,1.169,8.9085,188.36,132.22,0.773,0.0,8.392,8.344,11.367,57.662,60.941,59.219,52.906,0.731,3,100,1,100,1
18.892,1.5065,2821.8,1.161,8.906,188.37,132.53,0.75,0.0,8.391,8.342,11.322,57.695,60.955,59.223,52.977,0.733,3,73,1,100,0
19.1085,1.519,2826.6,1.166,8.911,188.34,132.18,0.766,0.0,8.392,8.346,11.3455,57.715,60.9765,59.232,52.895,0.7424999999999999,3,73,1,100,0
19.155,1.522,2831.2,1.165,8.913,188.34,132.27,0.773,0.0,8.393,8.348,11.3315,57.689,60.957,59.234,52.895,0.7415,3,73,1,100,0
19.130000000000003,1.519,2826.2,1.169,8.909,188.34,132.305,0.773,0.0,8.391,8.347,11.392,57.699,60.945,59.312,52.973,0.738,3,73,1,100,0
19.1525,1.5225,2827.2,1.159,8.911,188.36,132.44,0.781,0.0,8.392,8.347,11.305499999999999,57.701,60.9705,59.305,52.973,0.7295,3,73,1,100,0
19.1265,1.519,2829.0,1.164,8.911,188.37,132.51999999999998,0.773,0.0,8.392,8.347,11.3415,57.719,60.9585,59.299,52.969,0.7384999999999999,3,73,1,100,0
19.0995,1.518,2830.4,1.166,8.909,188.38,132.515,0.766,0.0,8.393,8.347,11.346,57.768,60.9805,59.326,52.973,0.729,3,73,1,100,0
19.087000000000003,1.5145,2827.4,1.164,8.908,188.38,132.71,0.781,0.0,8.391,8.344,11.353000000000002,57.768,61.0505,59.312,52.986000000000004,0.7404999999999999,3,73,1,100,0
19.1685,1.525,2827.6,1.165,8.901499999999999,188.37,132.475,0.781,0.0,8.387,8.341,11.341999999999999,57.766,61.035,59.358999999999995,52.988,0.7324999999999999,3,73,1,100,0
19.0935,1.5165,2318.2,7.415,8.915,150.22,124.54499999999999,1.867,0.0,8.396,8.348,66.354,57.945,61.541,59.309,52.9805,0.6205,3,73,1,100,0
19.225,1.528,2831.4,1.163,8.911,188.41,132.425,0.773,0.0,8.392,8.345,11.318999999999999,57.683499999999995,61.414,59.34,52.973,0.7,3,80,1,100,0
18.9115,1.5005,2320.0,7.4125,8.92,150.25,124.61,1.844,0.0,8.398,8.352,66.23949999999999,57.871,61.67,59.152,52.965,0.63,3,80,1,100,0
19.065,1.5085,2835.1,1.155,8.917,188.42,132.81,0.766,0.0,8.397,8.351,11.222999999999999,57.6465,61.414,59.148,52.895,0.6964999999999999,3,80,1,100,0
18.896,1.493,2385.0,6.2215,8.9255,154.325,124.81,1.695,0.0,8.403,8.358,51.769000000000005,57.707,61.41,59.098,52.891000000000005,0.6924999999999999,3,80,1,100,0
18.963,1.4915,2320.0,7.408,8.935,150.27,124.63,1.844,0.0,8.408,8.361,66.436,57.699,61.6135,58.988,52.816,0.6065,3,80,1,100,0
19.201,1.5114999999999998,2831.6,1.153,8.929,188.44,132.45999999999998,0.766,0.0,8.405,8.359,11.232,57.545,61.400000000000006,59.057,52.777,0.698,3,80,1,100,0
19.0085,1.494,2828.8,1.159,8.931,188.42,132.54000000000002,0.773,0.0,8.405,8.359,11.27,57.539,61.17,58.992,52.785,0.7275,3,80,1,100,0
19.118499999999997,1.502,2819.4,1.161,8.913,188.41,132.84,0.773,0.0,8.396,8.349,11.337,57.598,61.109,59.041,52.808499999999995,0.738,3,80,1,100,0
19.133,1.497,2813.8,1.17,8.909,188.4,132.54000000000002,0.773,0.0,8.39,8.344,11.449,57.564499999999995,61.031,59.0625,52.805,0.7545,3,80,1,100,0
19.214,1.505,2811.8,1.159,8.902,188.39,132.835,0.773,0.0,8.385,8.34,11.3565,57.539,60.963,59.09,52.805,0.7475,3,80,1,100,0
19.046999999999997,1.4929999999999999,2813.4,1.161,8.898,188.39,132.445,0.766,0.0,8.382,8.336,11.366,57.594,60.949,59.074,52.883,0.7505,3,90,1,100,0
19.0745,1.491,2813.8,1.171,8.889,188.38,132.51,0.773,0.0,8.38,8.334,11.459,57.6445,60.953,59.125,52.887,0.739,3,90,1,100,0
18.9175,1.491,2813.8,1.171,8.882,188.38,132.62,0.766,0.0,8.376,8.332,11.441500000000001,57.623000000000005,60.951,59.1815,52.969,0.7495,3,90,1,100,0
18.98,1.4905,2815.6,1.164,8.881,188.37,132.8,0.773,0.0,8.377,8.332,11.395,57.641,60.961,59.207,52.973,0.742,3,90,1,100,0
19.023,1.4985,2817.6,1.185,8.88,188.365,132.54,0.781,0.0,8.375,8.331,11.587499999999999,57.664,60.943,59.215,52.965,0.749,3,90,1,100,0
18.986,1.494,2819.4,1.169,8.881,188.39,132.74,0.781,0.0,8.377,8.333,11.427,57.658,60.965,59.213,52.973,0.748,3,90,1,100,0
19.041,1.5045,2819.8,1.168,8.881,188.4,132.38,0.781,0.0,8.375,8.331,11.4,57.691,61.012,59.285,53.0,0.749,3,90,1,100,0
19.110500000000002,1.5095,2819.6,1.181,8.875,188.37,132.385,0.781,0.0,8.373,8.328,11.5225,57.68,60.9925,59.301,52.984,0.744,3,90,1,100,0
19.1405,1.5105,2815.8,1.193,8.877,188.38,132.33499999999998,0.797,0.0,8.373,8.328,11.64,57.691,61.033,59.305,52.984,0.7505,3,90,1,100,0
19.1555,1.511,2816.0,1.174,8.8675,188.39,132.59,0.797,0.0,8.372,8.328,11.4755,57.707,61.035,59.312,52.988,0.7404999999999999,3,90,1,100,0
19.157,1.509,2818.0,1.171,8.874,188.4,132.85500000000002,0.781,0.0,8.373,8.328,11.4375,57.756,61.039,59.309,52.984,0.74,3,100,1,100,0
19.1965,1.515,2817.8,1.191,8.871,188.38,132.305,0.805,0.0,8.373,8.327,11.638,57.77,61.096000000000004,59.328,52.989999999999995,0.7444999999999999,3,100,1,100,0
19.191499999999998,1.5165,2811.6,1.184,8.868500000000001,188.4,132.49,0.797,0.0,8.373,8.327,11.604,57.7715,61.114999999999995,59.364999999999995,53.012,0.762,3,100,1,100,0
19.158,1.515,2811.8,1.203,8.873,188.39,132.585,0.797,0.0,8.373,8.327,11.7685,57.783,61.111000000000004,59.332,52.988,0.745,3,100,1,100,0
19.1055,1.5125,2813.8,1.196,8.870000000000001,188.38,132.745,0.797,0.0,8.371,8.327,11.688500000000001,57.789,61.141000000000005,59.379,53.051,0.7455,3,100,1,100,0
19.113,1.508,2814.0,1.178,8.867,188.38,132.68,0.797,0.0,8.372,8.327,11.529499999999999,57.848,61.162,59.367,53.051,0.7464999999999999,3,100,1,100,0
19.08,1.511,2811.8,1.178,8.869,188.38,132.68,0.805,0.0,8.37,8.326,11.5335,57.852,61.1505,59.381,53.055,0.7495,3,100,1,100,0
19.2165,1.525,2811.8,1.1785,8.864,188.36,133.455,0.797,0.0,8.368,8.323,11.562999999999999,57.844,61.153999999999996,59.391,53.007999999999996,0.7464999999999999,3,100,1,100,0
19.112000000000002,1.516,2811.6,1.184,8.86,188.37,132.61,0.797,0.0,8.366,8.322,11.6065,57.863,61.166,59.403999999999996,53.059,0.753,3,100,1,100,0
19.188499999999998,1.5215,2811.6,1.207,8.858,188.36,132.72,0.797,0.0,8.366,8.321,11.8055,57.8555,61.164,59.406,53.055,0.741,3,100,1,100,0
19.07,1.5095,2293.8,7.6805,8.869,150.84,124.895,1.945,0.0,8.373,8.327,69.67949999999999,57.967,61.662,59.316,53.004,0.633,3,100,0,100,1
19.137,1.515,2295.6,7.666,8.875,150.84,124.97,1.937,0.0,8.373,8.328,69.485,57.916,61.926,59.312,52.992,0.629,3,73,0,100,0
19.1735,1.5175,2805.8,1.198,8.875,188.72,133.69,0.797,0.0,8.373,8.329,11.794,57.705,61.656,59.316,52.988,0.7375,3,73,0,100,0
18.9785,1.492,2296.1,7.699,8.882,150.86,125.11,1.937,0.0,8.378,8.333,69.945,57.906,61.867000000000004,59.207,52.973,0.627,3,73,0,100,0
18.944000000000003,1.492,2297.6,7.6905,8.887,150.84,124.98,1.945,0.0,8.378,8.335,69.461,57.8245,61.9535,59.195,52.965,0.63,3,73,0,100,0
18.959,1.493,2295.6,7.6815,8.892,150.92,124.91499999999999,1.937,0.0,8.384,8.338000000000001,69.631,57.695,61.994,59.129000000000005,52.883,0.6275,3,73,0,100,0
18.906,1.489,2296.6,7.673,8.9,150.91,125.04,1.937,0.0,8.387,8.342,69.5325,57.6465,61.959,59.055,52.812,0.6275,3,73,0,100,0
18.972,1.49,2805.6,1.193,8.9055,188.75,133.5,0.797,0.0,8.389,8.344,11.7425,57.52,61.617000000000004,58.961,52.785,0.752,3,73,0,100,0
18.8405,1.4805000000000001,2295.8,7.6605,8.911,150.87,125.025,1.937,0.0,8.394,8.349,69.505,57.701,61.768,58.898,52.738,0.635,3,73,0,100,0
19.084,1.4965000000000002,2297.8,7.6655,8.909,150.88,125.08,1.937,0.0,8.392,8.345500000000001,69.535,57.528999999999996,61.844,58.961,52.738,0.6225,3,73,0,100,0
18.974,1.4845000000000002,2299.4,7.67,8.913499999999999,150.91,124.93,1.937,0.0,8.396,8.348,69.387,57.504,61.8165,58.895,52.723,0.62,3,73,0,100,0
18.9395,1.482,2301.6,7.6715,8.924,150.93,125.19,1.937,0.0,8.401,8.354,69.55000000000001,57.441,61.789,58.877,52.715,0.624,3,80,0,100,0
18.9515,1.4795,2297.8,7.678,8.9275,150.89,125.05000000000001,1.945,0.0,8.403,8.354,69.5305,57.361,61.7345,58.805,52.641,0.618,3,80,0,100,0
18.9465,1.4775,2805.8,1.198,8.928,188.75,132.94,0.781,0.0,8.403,8.354,11.7985,57.219,61.406,58.723,52.633,0.7435,3,80,0,100,0
18.836,1.468,2297.8,7.6785,8.933499999999999,150.94,125.105,1.945,0.0,8.41,8.359,69.637,57.445,61.5,58.66,52.562,0.625,3,80,0,100,0
18.985500000000002,1.4815,2807.6,1.196,8.929,188.74,133.485,0.797,0.0,8.406,8.356,11.765,57.25,61.2735,58.707,52.564,0.734,3,80,0,100,0
19.147,1.494,2806.0,1.189,8.922,188.72,133.84,0.797,0.0,8.401,8.351,11.683,57.277,61.1055,58.797,52.566,0.7605,3,80,0,100,0
18.951999999999998,1.4775,2297.6,7.684,8.92,150.9,125.01,1.937,0.0,8.401,8.353,69.6845,57.447,61.418,58.715,52.574,0.627,3,80,0,100,0
18.897,1.484,2297.6,7.676,8.924,150.94,125.025,1.945,0.0,8.402,8.353,69.516,57.338,61.5565,58.789,52.648,0.6214999999999999,3,80,0,100,0
18.8095,1.471,2806.0,1.185,8.922,188.74,133.98,0.773,0.0,8.401,8.352,11.6785,57.191,61.257999999999996,58.777,52.656,0.744,3,80,0,100,0
18.846,1.471,2297.6,7.68,8.922,150.95,125.16,1.922,0.0,8.403,8.356,69.792,57.445,61.441500000000005,58.693,52.574,0.6255,3,80,0,100,0
18.889,1.473,2297.6,7.684,8.922,150.9,125.23,1.937,0.0,8.405,8.356,69.644,57.344,61.5975,58.691,52.574,0.618,3,90,0,100,0
18.851,1.4705,2297.8,7.673,8.932,150.89,125.19,1.922,0.0,8.407,8.361,69.59,57.273,61.6445,58.683499999999995,52.555,0.615,3,90,0,100,0
18.823,1.468,2301.9,7.67,8.934,150.93,125.195,1.945,0.0,8.41,8.365,69.565,57.254,61.641,58.637,52.512,0.61,3,90,0,100,0
18.899,1.469,2812.8,1.191,8.94,188.73,133.45,0.781,0.0,8.413,8.366,11.6905,57.102,61.248000000000005,58.6055,52.512,0.7435,3,90,0,100,0
18.848,1.4725000000000001,2812.2,1.176,8.941,188.72,134.12,0.781,0.0,8.415,8.369,11.548,57.195,61.052499999999995,58.609,52.5,0.7535000000000001,3,90,0,100,0
18.728,1.4545,2300.2,7.686,8.942,150.9,125.00999999999999,1.945,0.0,8.413,8.369,69.6765,57.371,61.375,58.52,52.496,0.617,3,90,0,100,0
19.063499999999998,1.484,2300.4,7.679,8.932,150.93,125.1,1.953,0.0,8.408,8.363,69.63,57.266,61.455,58.648,52.488,0.613,3,90,0,100,0
18.8735,1.464,2297.8,7.670999999999999,8.935,150.94,125.14,1.945,0.0,8.408,8.365,69.519,57.254,61.507999999999996,58.576,52.488,0.6094999999999999,3,90,0,100,0
18.866500000000002,1.467,2808.4,1.188,8.936,188.8,133.835,0.805,0.0,8.41,8.366,11.6795,57.092,61.168,58.570499999999996,52.488,0.7715000000000001,3,90,0,100,0
18.9565,1.4805000000000001,2299.8,7.678,8.944,150.95,125.21,1.945,0.0,8.413,8.37,69.66,57.273,61.3985,58.539,52.355500000000006,0.617,3,90,0,100,0
18.872,1.4775,2303.0,7.670999999999999,8.944,150.98,125.23,1.922,0.0,8.415,8.372,69.45,57.117,61.466499999999996,58.5215,52.41,0.6,3,100,0,100,0
18.700000000000003,1.459,2301.4,7.663,8.949,150.98,125.265,1.945,0.0,8.415,8.373,69.4325,57.098,61.4585,58.461,52.406,0.601,3,100,0,100,0
18.91,1.474,2809.6,1.162,8.944,188.85,165.3,0.719,0.0,8.413,8.372,11.436,56.957,61.0995,58.449,52.332,0.759,3,100,0,100,0
19.083,1.4885000000000002,2301.6,7.693,8.939,151.1,125.265,2.0,0.0,8.41,8.368,69.725,57.119,61.215,58.539,52.402,0.6225,3,100,0,100,0
18.728499999999997,1.4605000000000001,2298.7,7.672499999999999,8.936,151.11,125.28,1.992,0.0,8.41,8.368,69.652,57.0975,61.332,58.5235,52.477,0.6134999999999999,3,100,0,100,0
18.9635,1.475,2805.8,1.159,8.936,188.81,133.14,0.828,0.0,8.41,8.368,11.431000000000001,56.953,61.0785,58.528999999999996,52.402,0.748,3,100,0,100,0
18.7795,1.462,2296.0,7.671,8.944,150.89,125.065,1.977,0.0,8.415,8.37,69.692,57.195,61.218999999999994,58.453,52.395,0.615,3,100,0,100,0
18.893,1.48,2807.8,1.168,8.936,188.77,133.175,0.832,0.0,8.411,8.368,11.477,57.035,61.031,58.528999999999996,52.395,0.7455,3,100,0,100,0
18.756999999999998,1.4635,2297.8,7.678,8.943,151.0,125.095,1.977,0.0,8.415,8.371,69.66,57.207,61.262,58.465,52.391,0.61,3,100,0,100,0
18.749499999999998,1.466,2297.8,7.674,8.944,150.97,125.055,1.977,0.0,8.415,8.369,69.63499999999999,57.113,61.414,58.453,52.391,0.602,3,100,0,100,0
18.745,1.466,2303.0,7.686,8.949,150.98,125.19,1.992,0.0,8.418,8.372,69.4425,57.0665,61.406,58.4355,52.326,0.614,3,100,0,90,1
18.7735,1.4655,2303.6,7.678,8.951,150.98,125.19,1.977,0.0,8.42,8.374,69.4505,57.02,61.381,58.381,52.316,0.6125,3,100,0,90,1
18.566,1.4455,2302.0,7.684,8.9555,151.0,125.21,1.977,0.0,8.422,8.375,69.5025,56.932,61.369,58.289,52.312,0.607,3,100,0,90,1
18.633000000000003,1.447,2301.8,7.693,8.96,151.02,125.215,1.992,0.0,8.425,8.38,69.45400000000001,56.849999999999994,61.314499999999995,58.234,52.238,0.61,3,100,0,90,1
18.8415,1.4665,2301.8,7.68,8.964,151.02,125.105,1.969,0.0,8.429,8.382,69.5755,56.838,61.251999999999995,58.219,52.152,0.6125,3,100,0,90,1
18.817,1.4649999999999999,2302.2,7.676,8.964,151.03,125.21,1.977,0.0,8.43,8.382,69.4265,56.7285,61.176,58.207,52.086,0.6194999999999999,3,100,0,90,1
18.6505,1.4475,2301.8,7.678,8.971,151.03,125.28,1.969,0.0,8.435,8.387,69.52099999999999,56.6405,61.166,58.058499999999995,52.078,0.618,3,100,0,90,1
18.5955,1.447,2301.6,7.684,8.978,151.04,125.215,1.969,0.0,8.439,8.391,69.5595,56.602,61.1485,58.035,52.055,0.6125,3,100,0,90,1
18.8465,1.4635,2301.8,7.688,8.98,151.03,125.205,1.977,0.0,8.442,8.394,69.6155,56.59,61.1075,57.977,51.906,0.61,3,100,0,90,1
19.043,1.4745,2303.4,7.684,8.981,151.06,125.23,1.969,0.0,8.441,8.392,69.5595,56.594,61.052499999999995,57.974999999999994,51.906,0.615,3,100,0,90,1
18.9605,1.476,2840.8,1.1600000000000001,8.984,188.48,132.805,0.797,0.0,8.441,8.392,11.2575,56.38249999999999,60.599999999999994,57.937,51.828,0.7195,3,100,2,90,1
18.563499999999998,1.438,2838.0,1.151,8.993,188.45,133.43,0.781,0.0,8.449,8.4,11.203,56.3515,60.34,57.826,51.902,0.756,3,73,2,90,0
19.512,1.5105,2836.0,1.153,8.993,188.43,132.71,0.805,0.0,8.449,8.4,11.2025,56.355,60.096000000000004,57.824,51.638999999999996,0.726,3,73,2,90,0
19.1675,1.4795,2835.8,1.162,8.986,188.42,132.5,0.805,0.0,8.444,8.394,11.2975,56.3765,59.9805,57.828,51.709,0.753,3,73,2,90,0
20.112000000000002,1.5605,2835.6,1.147,8.982,188.41,133.355,0.805,0.0,8.439,8.391,11.1745,56.3515,59.918,57.965,51.504000000000005,0.7595000000000001,3,73,2,90,0
19.7185,1.533,2834.0,1.171,8.978,188.4,132.64499999999998,0.82,0.0,8.436,8.388,11.3945,56.414,59.8965,58.031,51.691500000000005,0.756,3,73,2,90,0
19.085,1.477,2833.8,1.157,8.973,188.41,133.07,0.805,0.0,8.433,8.387,11.2775,56.422,59.893,58.028999999999996,51.902,0.76,3,73,2,90,0
19.11,1.4849999999999999,2835.6,1.17,8.969,188.44,164.81,0.766,0.0,8.433,8.3865,11.373000000000001,56.518,59.8065,58.047,51.91,0.777,3,73,2,90,0
20.407,1.5895000000000001,2834.2,1.154,8.958,188.37,134.3,0.797,0.0,8.424,8.378,11.232,56.518,59.676,58.260000000000005,51.664,0.778,3,73,2,90,0
18.987000000000002,1.48,2835.6,1.146,8.956,188.36,132.315,0.805,0.0,8.423,8.377,11.1345,56.553,59.822,58.25,52.152,0.7615000000000001,3,73,2,90,0
18.890500000000003,1.473,2835.6,1.146,8.949,188.34,132.505,0.805,0.0,8.418,8.374,11.127,56.668,59.902,58.367,52.234,0.7525,3,73,2,90,0
18.742,1.466,2837.6,1.155,8.947,188.34,132.08499999999998,0.8125,0.0,8.417,8.372,11.21,56.687,59.951,58.383,52.316,0.7615000000000001,3,80,2,90,0
18.907,1.4805000000000001,2839.4,1.167,8.937,188.37,164.75,0.742,0.0,8.41,8.366,11.325,56.852,59.908,58.453,52.316,0.773,3,80,2,90,0
19.0685,1.499,2832.0,1.148,8.921,188.36,132.91,0.781,0.0,8.403,8.361,11.1585,56.852,59.824,58.625,52.402,0.777,3,80,2,90,0
18.8585,1.4855,2831.6,1.147,8.918,188.36,132.095,0.797,0.0,8.401,8.358,11.1565,56.855,60.064499999999995,58.664,52.484,0.7595000000000001,3,80,2,90,0
18.799999999999997,1.48,2831.8,1.151,8.915,188.34,131.965,0.797,0.0,8.399,8.356,11.1925,56.953,60.150000000000006,58.66,52.5,0.762,3,80,2,90,0
18.879,1.4895,2832.0,1.149,8.919,188.36,132.36,0.797,0.0,8.401,8.359,11.183499999999999,57.102,60.2385,58.703,52.5,0.7565,3,80,2,90,0
18.9005,1.4895,2832.0,1.159,8.9145,188.34,132.325,0.797,0.0,8.397,8.356,11.2585,57.105,60.303,58.703,52.496,0.7615000000000001,3,80,2,90,0
18.868499999999997,1.4835,2832.2,1.153,8.913,188.34,132.075,0.805,0.0,8.396,8.354,11.2065,57.1525,60.338,58.715,52.551,0.758,3,80,2,90,0
18.946,1.492,2827.8,1.164,8.904,188.32,132.035,0.82,0.0,8.394,8.351,11.332,57.184,60.3615,58.781,52.551,0.7665,3,80,2,90,0
18.828,1.478,2366.7,6.438000000000001,8.907,153.75,124.69,1.703,0.0,8.394,8.352,53.138000000000005,57.266,60.599999999999994,58.695,52.551,0.713,3,80,2,90,0
18.6605,1.467,2315.8,7.284,8.913,150.16,124.565,1.867,0.0,8.398,8.356,65.29,57.3555,61.031499999999994,58.691,52.553,0.6345000000000001,3,90,2,90,0
18.872,1.4825,2831.6,1.151,8.913,188.41,132.60000000000002,0.828,0.0,8.397,8.353,11.204,57.121,60.908,58.691,52.525000000000006,0.727,3,90,2,90,0
